Key,ID,Title,Year,Author,Pub_Type
J8T4EN8J,2039412409,improving the efficacy of first grade reading screening an investigation of word identification fluency with other early literacy indicators,2011,"Clemens, Nathan H.; Shapiro, Edward S.; Thoemmes, Felix",1
Q54TBEX7,1986797374,learning to read in spanish contributions of phonological awareness orthographic coding and rapid naming,2013,"Clinton, Amanda; Christo, Catherine; Shriberg, David",1
ALEXIVBD,2060581682,serial naming speed and the component elements of speech time and pause time relationships with the development of word level reading in children aged four to five years,2003,"Cobbold, Shirley; Passenger, Terri; Terrell, Colin",1
8IWZKGQJ,2087179731,how pervasive are relative age effects in secondary school education,2009,"Cobley, Stephen; McKenna, Jim; Baker, Joeseph; Wattie, Nick",1
I3PQ2WSN,1556951712,n400 event related potential and standardized measures of reading in late elementary school children correlated or independent,2015,"Coch, Donna; Benoit, Clarisse",1
XSTBITJX,2167126363,memory for license plates,2014,"Cohen, Andrew L.; Rotello, Caren M.; Fiorenzo, Lisa M.",1
AX97ZL7E,2518370548,a subjective utilitarian theory of moral judgment,2016,"Cohen, Dale J.; Ahn, Minwoo",1
UEAG8ZH3,2168209750,reading and spelling impairments in children and adolescents with infantile myotonic dystrophy,2006,"Cohen, David; Plaza, Monique; Angeard, Nathalie; Lanthier-Gazzano, Odile; Baraud, Pierre; Rivière, Jean Philippe; Gargiulo, Marcella; Mazet, Philippe; Eymard, Bruno; Héron, Delphine",1
MH3ZGN7X,2047710557,context cortex and dopamine a connectionist approach to behavior and biology in schizophrenia,1992,"Cohen, Jonathan D.; Servan-Schreiber, David",1
2FF7WFFF,2793567010,does the relation between rapid automatized naming and reading depend on age or on reading level a behavioral and erp study,2018,"Cohen, Marjolaine; Mahé, G.; Laganaro, Marina; Zesiger, Pascal",1
HY9MWG82,1992401139,an integrated model of legal and moral reasoning and rule violating behavior the role of legal attitudes,2010,"Cohn, Ellen S.; Bucolo, Donald; Rebellon, Cesar J.; Van Gundy, Karen",1
5WVP8VWW,2782347086,the type of writing instruction and practice matters the direct and indirect effects of writing instruction and student practice on reading achievement,2018,"Coker, David L. Jr.; Jennings, Austin S.; Farley-Ripple, Elizabeth; MacArthur, Charles A.",1
I2NRYF3N,2088517839,long term implications of early education and care programs for australian children,2015,"Coley, Rebekah Levine; Lombardi, Caitlin McPherran; Sims, Jacqueline",1
VEQM5X2I,2029161378,the structure of language abilities at 4 years a twin study,2002,"Colledge, Essi; Bishop, Dorothy V. M.; Koeppen-Schomerus, Gesina; Price, Thomas S.; Happé, Francesca G. E.; Eley, Thalia C.; Dale, Philip S.; Plomin, Robert",1
Q7WUDXY8,2142853309,rejuvenation in the making lingering mood repair in textile handcrafters,2014,"Collier, Ann Futterman; von Károlyi, Catya",1
XY3F56BT,2061304498,cognitive control over learning creating clustering and generalizing task set structure,2013,"Collins, Anne G. E.; Frank, Michael J.",1
8QGP355K,1995818241,developing fluent text processing with practice memorial influences on fluency and comprehension,2008,"Collins, W. Matthew; Levy, Betty Ann",1
FX2UY4IB,2884292941,development and preliminary validation of a five factor model measure of machiavellianism,2018,"Collison, Katherine L.; Vize, Colin E.; Miller, Joshua D.; Lynam, Donald R.",1
XZNEQ4R9,2017072716,crowd psychology in south african murder trials,1991,"Colman, Andrew M.",1
3BC2M7TX,2029500229,phonological recoding in reading for meaning by adults and children,1988,"Coltheart, Veronika; Laxon, Veronica; Rickard, Mary; Elton, Caroline",1
INKWXUPY,2088519494,a longitudinal study of phonological processing skills in children learning to read in a second language,1999,"Comeau, Liane; Cormier, Pierre; Grandmaison, Éric; Lacroix, Diane",1
AI3GPURC,2074077936,modeling the growth of decoding skills in first grade children,2000,"Compton, Donald L.",1
LRBT7BFN,2103455235,the influence of item composition on ran letter performance in first grade children,2003,"Compton, Donald L.",1
5MPQRDSQ,1983494063,modeling the relationship between growth in rapid naming speed and growth in decoding skill in first grade children,2003,"Compton, Donald L.",1
GK2NGCIA,2162677759,selecting at risk readers in first grade for early intervention a two year longitudinal study of decision rules and procedures,2006,"Compton, Donald L.; Fuchs, Douglas; Fuchs, Lynn S.; Bryant, Joan D.",1
INR28GC5,2071402244,selecting at risk first grade readers for early intervention eliminating false positives and exploring the promise of a two stage gated screening process,2010,"Compton, Donald L.; Fuchs, Douglas; Fuchs, Lynn S.; Bouton, Bobette; Gilbert, Jennifer K.; Barquero, Laura A.; Cho, Eunsoo; Crouch, Robert C.",1
JLBJ6U3N,2067110664,putting transfer back on trial modeling individual differences in the transfer of decoding skill gains to other aspects of reading acquisition,2005,"Compton, Donald L.; Olinghouse, Natalie G.; Elleman, Amy; Vining, Jan; Appleton, Amanda C.; Vail, Jennifer; Summers, Marci",1
88FRLH32,2030462075,comparing the relationships among two different versions of alphanumeric rapid automatized naming and word level reading skills,2002,"Compton, Donald L.; Olson, Richard K.; DeFries, John C.; Pennington, Bruce F.",1
UIXIE452,2092660969,perceived proposer personality characteristics and gender differences in acceptance of casual sex offers,2011,"Conley, Terri D.",1
LRZL3P54,2170081013,i see hear what you mean semantic activation in visual word recognition depends on perceptual attention,2014,"Connell, Louise; Lynott, Dermot",1
Q6UUGB6F,2803652507,sex differences in emotion recognition evidence for a small overall female superiority on facial disgust,2019,"Connolly, Hannah L.; Lefevre, Carmen E.; Young, Andrew W.; Lewis, Gary J.",1
AJZP8J86,2319802596,capturing the complexity content type and amount of instruction and quality of the classroom learning environment synergistically predict third graders vocabulary and reading comprehension outcomes,2014,"Connor, Carol McDonald; Spencer, Mercedes; Day, Stephanie L.; Giuliani, Sarah; Ingebrand, Sarah W.; McLean, Leigh; Morrison, Frederick J.",1
IZGM22WZ,2321225084,reading in subjects with an oral cleft speech hearing and neuropsychological skills,2014,"Conrad, Amy L.; McCoy, Thomasin E.; DeVolder, Ian; Richman, Lynn C.; Nopoulos, Peg",1
2KU66RBK,2145465019,training letter and orthographic pattern recognition in children with slow naming speed,2011,"Conrad, Nicole J.; Levy, Betty Ann",1
ZKD95QGP,2099406940,phonological awareness and reading speed deficits in reading disabled greek speaking children,2009,"Constantinidou, Maria; Stainthorp, Rhona",1
ZGIWMPGZ,2020778817,finding the critical facts children s visual scan patterns when solving story problems that contain irrelevant information,2005,"Cook, Joan Littlefield; Rieser, John J.",1
5DYFUAWH,1714073750,integrating a down s syndrome child in a classwide peer tutoring system a case report,1982,"Cooke, Nancy L.; Heron, Timothy E.; Heward, William L.; Test, David W.",1
B5SG4LUC,2134766444,visuospatial perceptual sequence learning and eye movements,2012,"Coomans, Daphné; Deroost, Natacha; Vandenbossche, Jochen; Van den Bussche, Eva; Soetens, Eric",1
8FP2WWNU,2033679763,learning by imagining,2001,"Cooper, Graham; Tindall-Ford, Sharon; Chandler, Paul; Sweller, John",1
HV6MQ2LN,1977132131,relationships among attitudes about homework amount of homework assigned and completed and student achievement,1998,"Cooper, Harris; Lindsay, James J.; Nye, Barbara; Greathouse, Scott",1
VSPBF8I9,2072863730,relationships between five after school activities and academic achievement,1999,"Cooper, Harris; Valentine, Jeffrey C.; Nye, Barbara; Lindsay, James J.",1
BRVLMJCW,2047513942,interhemispheric visual integration in three cases of familial callosal agenesis,2000,"Corballis, Michael C.; Finlay, David C.",1
ZJZTFMLU,2161355080,processing words varying in personal familiarity based on reading and spelling by poor readers and age matched and reading matched controls,2009,"Corcos, Evelyne; Willows, Dale M.",1
S4ZL7D7S,2559316024,growing through pain an integrative approach to treating chronic pain and emotional distress,2016,"Coren, Sidney",1
PNGH2NHZ,2036251290,white fears and native apprehensions an integrated threat theory approach to intergroup attitudes,2001,"Corenblum, B.; Stephan, Walter G.",1
HBZFBHN2,1963544135,is body mass index in old age related to cognitive abilities the lothian birth cohort 1936 study,2010,"Corley, Janie; Gow, Alan J.; Starr, John M.; Deary, Ian J.",1
5R9Y2AJ4,2911238183,do cultural values have a role in health equity a study of latina mothers and daughters,2019,"Corona, Karina; Campos, Belinda; Rook, Karen S.; Biegler, Kelly; Sorkin, Dara H.",1
KS393HN6,2294002585,effects of adapted dialogic reading on oral language and vocabulary knowledge of latino preschoolers at risk for english language delays,2015,"Correa, Vivian I.; Lo, Ya-Yu; Godfrey-Hurrell, Kristi; Swart, Katie; Baker, Doris Luft",1
66W6ADG4,2014259050,self regulating the effortful social dos,2014,"Cortes, Kassandra; Kammrath, Lara K.; Scholer, Abigail A.; Peetz, Johanna",1
THSKJ62Z,2962974163,surprisingly rational probability theory plus noise explains biases in judgment,2014,"Costello, Fintan; Watts, Paul",1
2Y5H66F6,2460938877,evidence that monkeys macaca tonkeana and sapajus apella read moves but no evidence that they read goals,2015,"Costes-Thiré, Morgane; Levé, Marine; Uhlrich, Pierre; Pasquaretta, Cristian; De Marco, Arianna; Thierry, Bernard",1
CEA8K2YR,2022930092,beyond stimulus cues and reinforcement signals a new approach to animal metacognition,2010,"Couchman, Justin J.; Coutinho, Mariana V. C.; Beran, Michael J.; Smith, J. David",1
UL4JQ844,1970779722,guilt appeals in advertising what are their effects,1995,"Coulter, Robin Higie; Pinto, Mary Beth",1
C29TKSYX,2033505781,learning to outwit a competitor in mangabeys cercocebus torquatus torquatus,1994,"Coussi-Korbel, Sabine",1
85D4N5F2,2075142253,basic calculation proficiency and mathematics achievement in elementary school children,2011,"Cowan, Richard; Donlan, Chris; Shepherd, Donna-Lynn; Cole-Fletcher, Rachel; Saxton, Matthew; Hurry, Jane",1
P32ZX387,2157225501,the contributions of domain general and numerical factors to third grade arithmetic skills and mathematical learning disability,2014,"Cowan, Richard; Powell, Daisy",1
MX26MM8W,2030555832,so what s a hate crime anyway young adults perceptions of hate crimes victims and perpetrators,1996,"Craig, Kellina M.; Waldo, Craig R.",1
4H5ZHFAJ,2776881886,magic breakfast evaluation report and executive summary,2016,"Crawford, Claire; Edwards, Amy; Farquharson, Christine; Greaves, Ellen; Trevelyan, Grace; Wallace, Emma; White, Clarissa; Education Endowment Foundation (EEF) (United Kingdom); Institute for Fiscal Studies (IFS) (United Kingdom); National Children's Bureau (NCB) (United Kingdom)",0
M7PZPTUC,2068108663,testing for suspected impairments and dissociations in single case studies in neuropsychology evaluation of alternatives using monte carlo simulations and revised tests for dissociations,2005,"Crawford, John R.; Garthwaite, Paul H.",1
5CGHYKN2,2088425297,effects of repeated exposures to a single episode of the television program blue s clues on the viewing behaviors and comprehension of preschool children,1999,"Crawley, Alisha M.; Anderson, Daniel R.; Wilder, Alice; Williams, Marsha; Santomero, Angela",1
BL4T8VYQ,2005778056,consequences of lexical stress on learning an artificial lexicon,2006,"Creel, Sarah C.; Tanenhaus, Michael K.; Aslin, Richard N.",1
TUGPWX9F,2012294120,maternal control cognitive style and childhood anxiety a test of a theoretical model in a multi ethnic sample,2010,"Creveling, C. Christiane; Varela, R. Enrique; Weems, Carl F.; Corey, David M.",1
V6TCCZI4,2128857943,causal trait theories a new form of person knowledge that explains egocentric pattern projection,2015,"Critcher, Clayton R.; Dunning, David; Rom, Sarah C.",1
ARQ6NRGZ,2144285023,if he can do it so can they exposure to counterstereotypically successful exemplars prompts automatic inferences,2014,"Critcher, Clayton R.; Risen, Jane L.",1
XBZB9JK2,2117906834,social integration and pulmonary function in the elderly,2014,"Crittenden, Crista N.; Pressman, Sarah D.; Cohen, Sheldon; Janicki-Deverts, Denise; Smith, Bruce W.; Seeman, Teresa E.",1
KQENUB4A,2053670431,testing and refining the direct and inferential mediation model of reading comprehension,2007,"Cromley, Jennifer G.; Azevedo, Roger",1
V42JKIA5,2089254555,effects of mood on self appraisal of health status,1987,"Croyle, Robert T.; Uretsky, Michael B.",1
UWWWG3TQ,2069645229,word naming in spanish,2006,"Cuetos, Fernando; Barbón, Analía",1
QMW9MPSY,2754810925,prosodic perception problems in spanish dyslexia,2018,"Cuetos, Fernando; Martínez-García, Cristina; Suárez-Coalla, Paz",1
IQKEG6FH,1923290785,understanding the role of speech production in reading evidence for a print to speech neural network using graphical analysis,2016,"Cummine, Jacqueline; Cribben, Ivor; Luu, Connie; Kim, Esther; Bakhtiari, Reyhaneh; Georgiou, George; Boliek, Carol A.",1
JRNSZWJZ,1572950846,basic auditory processing and sensitivity to prosodic structure in children with specific language impairments a new look at a perceptual hypothesis,2015,"Cumming, Ruth; Wilson, Angela; Goswami, Usha",1
XMMSKSDD,2091164634,efficient psychotherapy as a viable response to scarce resources and rationing of treatment,1998,"Cummings, Nicholas A.; Budman, Simon H.; Thomas, J. Lawrence",1
B887L9KY,2588879699,moving up matters socioeconomic mobility prospectively predicts better physical health,2017,"Cundiff, Jenny M.; Boylan, Jennifer Morozink; Pardini, Dustin A.; Matthews, Karen A.",1
BS93C8QZ,2100259985,negative emotional experiences arouse rumination and affect working memory capacity,2013,"Curci, Antonietta; Lanciano, Tiziana; Soleti, Emanuela; Rimé, Bernard",1
P7QWP7UD,2923376123,inference making in young children the concurrent and longitudinal contributions of verbal working memory and vocabulary,2019,"Currie, Nicola K.; Muijselaar, Marloes M. L.",1
QJAVSN6N,2015392739,experiences of students of color in a graduate level diversity course,2010,"Curtis-Boles, Harriet; Bourg, Edward",1
ARS5DDYQ,2080017571,defenseless in the face of the status quo psychology without a critical humanities,2012,"Cushman, Philip",1
WVAZBD96,2913816656,lay beliefs about the controllability of everyday mental states,2019,"Cusimano, Corey; Goodwin, Geoffrey P.",1
QMY2WGQY,2515909024,atypical right hemisphere response to slow temporal modulations in children with developmental dyslexia,2016,"Cutini, Simone; Szűcs, Dénes; Mead, Natasha; Huss, Martina; Goswami, Usha",1
C52LHF7H,1979560617,primary grade writing instruction a national survey,2008,"Cutler, Laura; Graham, Steve",1
